movie_id,title,combined
158852,Tomorrowland,"bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""tomorrowland."" brittrobertson georgeclooney raffeycassidy bradbird adventure family mystery sciencefiction"
177572,Big Hero 6,"the special bond that develops between plus-sized inflatable robot baymax, and prodigy hiro hamada, who team up with a group of friends to form a band of high-tech heroes. scottadsit ryanpotter danielhenney chriswilliams adventure family animation action comedy"
82690,Wreck-It Ralph,"wreck-it ralph is the 9-foot-tall, 643-pound villain of an arcade video game named fix-it felix jr., in which the game's titular hero fixes buildings that ralph destroys. wanting to prove he can be a good guy and not just a villain, ralph escapes his game and lands in hero's duty, a first-person shooter where he helps the game's hero battle against alien invaders. he later enters sugar rush, a kart racing game set on tracks made of candies, cookies and other sweets. there, ralph meets vanellope von schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that ralph may have inadvertently started. johnc.reilly sarahsilverman jackmcbrayer richmoore family animation comedy adventure"
5255,The Polar Express,"when a doubting young boy takes an extraordinary train ride to the north pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe. tomhanks michaeljeter nonagaye robertzemeckis adventure animation family fantasy"
47933,Independence Day: Resurgence,"we always knew they were coming back. using recovered alien technology, the nations of earth have collaborated on an immense defense program to protect the planet. but nothing can prepare us for the aliens’ advanced and unprecedented force. only the ingenuity of a few brave men and women can bring our world back from the brink of extinction. liamhemsworth jeffgoldblum billpullman rolandemmerich action adventure sciencefiction"
10191,How to Train Your Dragon,"as the son of a viking leader on the cusp of manhood, shy hiccup horrendous haddock iii faces a rite of passage: he must kill a dragon to prove his warrior mettle. but after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names toothless – much to the chagrin of his warrior father jaybaruchel gerardbutler craigferguson chrissanders fantasy adventure animation family"
296,Terminator 3: Rise of the Machines,"it's been 10 years since john connor saved earth from judgment day, and he's now living under the radar, steering clear of using anything skynet can trace. that is, until he encounters t-x, a robotic assassin ordered to finish what t-1000 started. good thing connor's former nemesis, the terminator, is back to aid the now-adult connor … just like he promised. arnoldschwarzenegger nickstahl clairedanes jonathanmostow action thriller sciencefiction"
118340,Guardians of the Galaxy,"light years from earth, 26 years after being abducted, peter quill finds himself the prime target of a manhunt after discovering an orb wanted by ronan the accuser. chrispratt zoesaldana davebautista jamesgunn action sciencefiction adventure"
157336,Interstellar,interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage. matthewmcconaughey jessicachastain annehathaway christophernolan adventure drama sciencefiction
27205,Inception,"cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious. leonardodicaprio josephgordon-levitt ellenpage christophernolan action thriller sciencefiction mystery adventure"
315011,Shin Godzilla,"from the mind behind evangelion comes a hit larger than life. when a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens. a rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower. but time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes. hirokihasegawa yutakatakenouchi satomiishihara hideakianno action adventure drama horror sciencefiction"
49051,The Hobbit: An Unexpected Journey,"bilbo baggins, a hobbit enjoying his quiet life, is swept into an epic quest by gandalf the grey and thirteen dwarves who seek to reclaim their mountain home from smaug, the dragon. ianmckellen martinfreeman richardarmitage peterjackson adventure fantasy action"
